,movie,production_budget,domestic_gross_x,worldwide_gross,studio,release_month,release_year,primary_genre,sub_genre,p_l,p_l_%
306,Unbroken,65000000,115637895,163527824,Uni.,12,2014,Biography,Drama,98527824,251.5812676923077
307,Due Date,65000000,100539043,211739043,WB,11,2010,Adventure,Comedy,146739043,325.75237384615383
308,The Dictator,65000000,59650222,180148897,Par.,5,2012,Comedy,-,115148897,277.1521492307692
309,This Means War,65000000,54760791,156974557,Fox,2,2012,Action,Comedy,91974557,241.49931846153848
310,Resident Evil: Retribution,65000000,42345531,240647629,SGem,9,2012,Action,Horror,175647629,370.2271215384616
311,"I, Frankenstein",65000000,19075290,74575290,LGF,1,2014,Action,Fantasy,9575290,114.7312153846154
312,Hop,63000000,108085305,188657593,Uni.,4,2011,Adventure,Animation,125657593,299.4564968253968
313,American Assassin,63000000,36249674,68310140,LGF,9,2017,Action,Thriller,5310140,108.42879365079365
314,The Hateful Eight,62000000,54117416,147864886,Wein.,12,2015,Crime,Drama,85864886,238.49175161290322
315,Gone Girl,61000000,167767189,368567189,Fox,10,2014,Drama,Mystery,307567189,604.2085065573771
316,Maze Runner: The Scorch Trials,61000000,81697192,310566162,Fox,9,2015,Action,Sci-Fi,249566162,509.12485573770493
317,2 Guns,61000000,75612460,132493015,Uni.,8,2013,Action,Comedy,71493015,217.20166393442622
318,Sully,60000000,125070033,238524556,WB,9,2016,Biography,Drama,178524556,397.5409266666667
319,Red,60000000,90380162,196439693,Sum.,10,2010,Thriller,-,136439693,327.3994883333333
322,Eat Pray Love,60000000,80574010,206598789,Sony,8,2010,Drama,Romance,146598789,344.33131499999996
323,Jack Reacher,60000000,80070736,217370736,Par.,12,2012,Action,Crime,157370736,362.28456
324,Contagion,60000000,75658097,137551594,WB,9,2011,Action,Drama,77551594,229.25265666666667
325,London Has Fallen,60000000,62524260,195194085,Focus,3,2016,Action,Thriller,135194085,325.323475
326,Jack Reacher: Never Go Back,60000000,58697076,159946489,Par.,10,2016,Action,Thriller,99946489,266.57748166666664
327,Baywatch,60000000,58060186,175863783,Par.,5,2017,Action,Comedy,115863783,293.106305
328,Joy,60000000,56451232,101134059,Fox,12,2015,Drama,-,41134059,168.556765
333,ParaNorman,60000000,56003051,108119662,Focus,8,2012,Adventure,Animation,48119662,180.19943666666666
334,The Boxtrolls,60000000,50837305,111946251,Focus,9,2014,Adventure,Animation,51946251,186.577085
335,The Dark Tower,60000000,50701325,113461527,Sony,8,2017,Action,Adventure,53461527,189.10254500000002
336,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,Par.,1,2014,Action,Drama,71377412,218.9623533333333
337,Vice,60000000,47836282,70883171,Annapurna,12,2018,Action,Adventure,10883171,118.13861833333333
339,Gangster Squad,60000000,46000903,104100903,WB,1,2013,Action,Crime,44100903,173.50150499999998
340,Smurfs: The Lost Village,60000000,45020282,197578586,Sony,4,2017,Adventure,Animation,137578586,329.2976433333333
341,First Man,60000000,44936545,105203825,Uni.,10,2018,Biography,Drama,45203825,175.33970833333333
343,Edge of Darkness,60000000,43313890,82812456,WB,1,2010,Crime,Drama,22812456,138.02076
344,Trouble with the Curve,60000000,35763137,47818913,WB,9,2012,Drama,Sport,-12181087,79.69818833333333
345,The Mortal Instruments: City of Bones,60000000,31165421,75965567,SGem,8,2013,Action,Fantasy,15965567,126.60927833333334
346,Priest,60000000,29136626,84154026,SGem,5,2011,Action,Adventure,24154026,140.25671
347,Rock Dog,60000000,9420546,24148488,LG/S,2,2017,Adventure,Animation,-35851512,40.24748
348,Mortdecai,60000000,7696134,30396134,LGF,1,2015,Action,Comedy,-29603866,50.660223333333334
349,Sherlock Gnomes,59000000,43242871,87527651,Par.,3,2018,Adventure,Animation,28527651,148.35195084745763
350,Deadpool,58000000,363070709,801025593,Fox,2,2016,Action,Adventure,743025593,1381.0786086206897
351,American Sniper,58000000,350126372,547326372,WB,12,2014,Action,Biography,489326372,943.6661586206898
352,Goosebumps,58000000,80069458,158905324,Sony,10,2015,Adventure,Comedy,100905324,273.97469655172415
353,Red Tails,58000000,49876377,50365498,Fox,1,2012,Action,Adventure,-7634502,86.83706551724137
354,The Internship,58000000,44672764,93672764,Fox,6,2013,Comedy,-,35672764,161.50476551724137
355,Resident Evil: Afterlife,57500000,60128566,295874190,SGem,9,2010,Action,Adventure,238374190,514.5638086956521
356,That's My Boy,57500000,36931089,58085235,Sony,6,2012,Comedy,-,585235,101.01780000000001
357,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,Sony,2,2012,Action,Fantasy,92217355,261.7848333333333
358,Into the Woods,56200000,128002372,213116401,BV,12,2014,Adventure,Comedy,156916401,379.21067793594307
361,Bohemian Rhapsody,55000000,216303339,894985342,Fox,11,2018,Biography,Drama,839985342,1627.2460763636363
362,Fifty Shades Darker,55000000,114434010,381398492,Uni.,2,2017,Drama,Romance,326398492,693.4518036363636
363,Captain Phillips,55000000,107136417,220648184,Sony,10,2013,Biography,Drama,165648184,401.1785163636364
364,The Equalizer,55000000,101530738,192903624,Sony,9,2014,Action,Crime,137903624,350.7338618181818
365,Fifty Shades Freed,55000000,100407760,371350619,Uni.,2,2018,Drama,Romance,316350619,675.1829436363637
366,Date Night,55000000,98711404,152269033,Fox,4,2010,Comedy,Crime,97269033,276.8527872727273
367,Paddington,55000000,76223578,258789097,W/Dim.,1,2015,Adventure,Comedy,203789097,470.52563090909086
368,Free Birds,55000000,55750480,110387072,Rela.,11,2013,Adventure,Animation,55387072,200.70376727272725
369,Muppets Most Wanted,55000000,51178893,79312301,BV,3,2014,Adventure,Comedy,24312301,144.20418363636364
370,Kubo and the Two Strings,55000000,48023088,77548122,Focus,8,2016,Action,Adventure,22548122,140.99658545454545
371,Burlesque,55000000,39440655,90552675,SGem,11,2010,Drama,Music,35552675,164.64122727272726
373,The Watch,55000000,34353000,67130045,Fox,7,2012,Action,Comedy,12130045,122.05462727272727
374,Crimson Peak,55000000,31090320,74966854,Uni.,10,2015,Drama,Fantasy,19966854,136.30337090909092
375,The Pirates! Band of Misfits,55000000,31051126,136143605,Sony,4,2012,Adventure,Animation,81143605,247.53382727272725
376,Bullet to the Head,55000000,9489829,22597969,WB,2,2013,Action,Crime,-32402031,41.087216363636365
377,Black Mass,53000000,62575678,98837872,WB,9,2015,Biography,Crime,45837872,186.48655094339622
378,Zero Dark Thirty,52500000,95720716,134612435,Sony,12,2012,Drama,Thriller,82112435,256.4046380952381
379,Valentine's Day,52000000,110485654,217569328,WB (NL),2,2010,Comedy,Romance,165569328,418.40255384615386
380,The Change-Up,52000000,37243418,75997067,Uni.,8,2011,Comedy,Fantasy,23997067,146.14820576923077
381,Alpha,51000000,35851379,99624873,Studio 8,8,2018,Crime,-,48624873,195.3428882352941
384,The Adjustment Bureau,50200000,62495645,126931325,Uni.,3,2011,Romance,Sci-Fi,76731325,252.85124501992033
385,Ted,50000000,218665740,556016627,Uni.,6,2012,Comedy,Fantasy,506016627,1112.033254
386,22 Jump Street,50000000,191719337,331333876,Sony,6,2014,Action,Comedy,281333876,662.6677520000001
387,Central Intelligence,50000000,127440871,217194805,WB (NL),6,2016,Action,Comedy,167194805,434.38961
388,Anchorman 2: The Legend Continues,50000000,127352707,172185754,Par.,12,2013,Comedy,-,122185754,344.371508
389,Super 8,50000000,127004179,257972745,Par.,6,2011,Mystery,Sci-Fi,207972745,515.9454900000001
390,Creed II,50000000,115715889,213591522,MGM,11,2018,Drama,Sport,163591522,427.18304399999994
391,Peter Rabbit,50000000,115234093,347136477,Sony,2,2018,Adventure,Animation,297136477,694.272954
392,The Mule,50000000,103804407,170857676,WB,12,2018,Comedy,Drama,120857676,341.715352
395,Non-Stop,50000000,91742160,222383055,Uni.,2,2014,Action,Mystery,172383055,444.76611
396,The Emoji Movie,50000000,86089513,216562312,Sony,7,2017,Adventure,Animation,166562312,433.124624
397,The Post,50000000,81903458,179748880,Fox,12,2017,Biography,Drama,129748880,359.49775999999997
398,We Bought a Zoo,50000000,75624550,118729073,Fox,12,2011,Comedy,Drama,68729073,237.458146
399,Moneyball,50000000,75605492,111300835,Sony,9,2011,Biography,Drama,61300835,222.60167
400,American Reunion,50000000,56758835,236799211,Uni.,4,2012,Comedy,-,186799211,473.59842199999997
401,American Made,50000000,51342000,135569212,Uni.,9,2017,Action,Biography,85569212,271.138424
402,The Judge,50000000,47119388,76119388,WB,10,2014,Crime,Drama,26119388,152.238776
404,War Dogs,50000000,43034523,86234503,WB,8,2016,Comedy,Crime,36234503,172.46900599999998
405,The Nice Guys,50000000,36261763,59596747,WB,5,2016,Action,Comedy,9596747,119.19349400000002
406,Marmaduke,50000000,33644788,89895930,Fox,6,2010,Comedy,Family,39895930,179.79186
407,Hereafter,50000000,32746941,108660270,WB,10,2010,Drama,Fantasy,58660270,217.32054
408,Zoolander 2,50000000,28848693,55348693,Par.,2,2016,Comedy,-,5348693,110.69738600000001
409,Run All Night,50000000,26461644,66961644,WB,3,2015,Action,Drama,16961644,133.92328799999999
410,Your Highness,50000000,21596445,26121638,Uni.,4,2011,Adventure,Comedy,-23878362,52.24327600000001
411,Snowden,50000000,21587519,35380918,ORF,9,2016,Biography,Drama,-14619082,70.761836
412,Dream House,50000000,21302340,41642166,Uni.,9,2011,Drama,Mystery,-8357834,83.284332
413,Free State of Jones,50000000,20810036,23237252,STX,6,2016,Action,Biography,-26762748,46.474504
414,Drive Angry,50000000,10721033,41042583,Sum.,2,2011,Action,Fantasy,-8957417,82.085166
415,Early Man,50000000,8267544,45285890,LGF,2,2018,Adventure,Animation,-4714110,90.57178
416,Child 44,50000000,1224330,8004221,LG/S,4,2015,Crime,Drama,-41995779,16.008442000000002
417,Upside Down,50000000,102118,26387039,MNE,3,2013,Drama,Fantasy,-23612961,52.774078
420,Shanghai,50000000,46425,15505922,Wein.,10,2015,Crime,Drama,-34494078,31.011844
422,Chappie,49000000,31569268,105002056,Sony,3,2015,Action,Crime,56002056,214.28991020408162
423,Anna Karenina,49000000,12816367,71004627,Focus,11,2012,Drama,Romance,22004627,144.90740204081632
424,Taken 3,48000000,89256424,327656424,Fox,1,2015,Action,Thriller,279656424,682.6175499999999
425,Instant Family,48000000,67363237,119736188,Par.,11,2018,Comedy,Drama,71736188,249.45039166666666
426,Tooth Fairy,48000000,60022256,112610386,Fox,1,2010,Comedy,Family,64610386,234.6049708333333
428,The Infiltrator,47500000,15436808,20718104,BG,7,2016,Biography,Crime,-26781896,43.61706105263158
429,Arrival,47000000,100546139,203127894,Par.,11,2016,Drama,Mystery,156127894,432.1870085106383
430,Jonah Hex,47000000,10547117,11022696,WB,6,2010,Action,Drama,-35977304,23.452544680851066
431,Prisoners,46000000,61002302,113402302,WB,9,2013,Crime,Drama,67402302,246.5267434782609
432,Taken 2,45000000,139854287,377807404,Fox,10,2012,Action,Thriller,332807404,839.5720088888888
433,Pitch Perfect 3,45000000,104897530,185736412,Uni.,12,2017,Comedy,Music,140736412,412.7475822222222
434,The Muppets,45000000,88625922,160971922,BV,11,2011,Adventure,Comedy,115971922,357.7153822222222
435,The Girl on the Train,45000000,75395035,174278214,Strand,10,2016,Thriller,-,129278214,387.28492
437,The Bounty Hunter,45000000,67061228,135808837,Sony,3,2010,Action,Comedy,90808837,301.7974155555556
439,Office Christmas Party,45000000,54767494,91323299,Par.,12,2016,Comedy,-,46323299,202.94066444444442
440,Blended,45000000,46290741,127990741,WB,5,2014,Comedy,Romance,82990741,284.4238688888889
441,All Eyez on Me,45000000,44922302,54876855,LG/S,6,2017,Biography,Drama,9876855,121.94856666666666
442,The Ghost Writer,45000000,15541549,65532491,Sum.,2,2010,Drama,Mystery,20532491,145.6277577777778
443,Dredd,45000000,13414714,41467606,LGF,9,2012,Action,Crime,-3532394,92.15023555555555
444,The Rum Diary,45000000,13109815,21544732,FD,10,2011,Comedy,Drama,-23455268,47.87718222222222
445,Welcome to Marwen,45000000,10763520,12874922,Uni.,12,2018,Biography,Comedy,-32125078,28.610937777777778
446,Johnny English Reborn,45000000,8406711,164640401,Uni.,10,2011,Action,Adventure,119640401,365.8675577777778
447,Argo,44500000,136025503,227140757,WB,10,2012,Biography,Drama,182640757,510.42866741573033
448,Charlie St. Cloud,44000000,31206263,48478084,Uni.,7,2010,Drama,Fantasy,4478084,110.17746363636363
449,The Heat,43000000,159581587,229727774,Fox,6,2013,Action,Comedy,186727774,534.2506372093023
450,A Monster Calls,43000000,3740823,46414530,Focus,1,2017,Animation,Drama,3414530,107.94076744186047
451,The Mechanic,42500000,29121498,76347393,CBS,1,2011,Action,Crime,33847393,179.64092470588236
452,21 Jump Street,42000000,138447667,202812429,Sony,3,2012,Action,Comedy,160812429,482.88673571428575
453,Snatched,42000000,45852178,57852177,Fox,5,2017,Comedy,-,15852177,137.74327857142856
455,Here Comes the Boom,42000000,45290318,73239258,Sony,10,2012,Action,Comedy,31239258,174.3791857142857
456,Red Riding Hood,42000000,37662162,91678442,WB,3,2011,Fantasy,Horror,49678442,218.28200476190477
457,Man on a Ledge,42000000,18620000,49621440,LG/S,1,2012,Action,Adventure,7621440,118.14628571428571
458,The Warrior's Way,42000000,5666340,8514325,Rela.,12,2010,Action,Fantasy,-33485675,20.272202380952383
459,The Big Year,41000000,7204138,7684524,Fox,10,2011,Comedy,-,-33315476,18.74274146341463
460,The Karate Kid,40000000,176591618,351774938,Sony,6,2010,Action,Drama,311774938,879.437345
462,Fifty Shades of Grey,40000000,166167230,570998101,Uni.,2,2015,Drama,Romance,530998101,1427.4952524999999
463,American Hustle,40000000,150117807,257878294,Sony,12,2013,Crime,Drama,217878294,644.695735
464,Lucy,40000000,126573960,457507776,Uni.,7,2014,Action,Sci-Fi,417507776,1143.76944
466,Lone Survivor,40000000,125095601,149804632,Uni.,12,2013,Action,Biography,109804632,374.51158000000004
467,The Social Network,40000000,96962694,224922135,Sony,10,2010,Biography,Drama,184922135,562.3053375
468,Ride Along 2,40000000,90862685,124827316,Uni.,1,2016,Action,Comedy,84827316,312.06829
469,Get Hard,40000000,90411453,106511453,WB,3,2015,Comedy,Crime,66511453,266.2786325
470,The Accountant,40000000,86260045,152962083,WB,10,2016,Action,Crime,112962083,382.4052075
471,Dumb and Dumber To,40000000,86208010,156553592,Uni.,11,2014,Adventure,Comedy,116553592,391.38398
472,The Other Woman,40000000,83911193,195111193,IFC,4,2014,Comedy,Romance,155111193,487.7779825
473,The Intern,40000000,75764672,197115710,WB,9,2015,-,-,157115710,492.789275
475,Bridge of Spies,40000000,72313754,162498338,BV,10,2015,Drama,History,122498338,406.24584500000003
476,Hacksaw Ridge,40000000,67209615,168904682,LGF,11,2016,Biography,Drama,128904682,422.261705
477,Unknown,40000000,63686397,136123083,WB,2,2011,Action,Mystery,96123083,340.3077075
481,Get Him to the Greek,40000000,61153526,91455875,Uni.,6,2010,Adventure,Comedy,51455875,228.63968749999998
482,The Lincoln Lawyer,40000000,58009200,87145086,LGF,3,2011,Crime,Drama,47145086,217.862715
483,Horrible Bosses 2,40000000,54445357,105945357,WB,11,2014,Comedy,Crime,65945357,264.8633925
484,Predators,40000000,52000688,127234389,Fox,7,2010,Action,Adventure,87234389,318.08597249999997
485,The Odd Life of Timothy Green,40000000,51853450,55249159,BV,8,2012,Comedy,Drama,15249159,138.1228975
486,Jersey Boys,40000000,47047013,65282732,WB,6,2014,Biography,Drama,25282732,163.20683
487,Final Destination 5,40000000,42587643,155011165,WB (NL),8,2011,Horror,-,115011165,387.5279125
488,Widows,40000000,42402632,73866088,Fox,11,2018,Comedy,Drama,33866088,184.66522
490,Sex Tape,40000000,38543473,126069509,Sony,7,2014,Comedy,Romance,86069509,315.1737725
491,Scream 4,40000000,38180928,95989590,W/Dim.,4,2011,Horror,Mystery,55989590,239.97397500000002
492,Paul,40000000,37412945,101162106,Uni.,3,2011,Adventure,Comedy,61162106,252.905265
494,The Guilt Trip,40000000,37134215,41294674,Par.,12,2012,Comedy,Drama,1294674,103.23668500000001
495,Colombiana,40000000,36665854,72295262,TriS,8,2011,Action,Drama,32295262,180.73815499999998
496,The Commuter,40000000,36343858,101985431,LGF,1,2018,Action,Mystery,61985431,254.9635775
497,Patriots Day,40000000,31886361,52837989,LGF,12,2016,Action,Crime,12837989,132.09497249999998
498,Morning Glory,40000000,31011732,59795070,Par.,11,2010,Comedy,Drama,19795070,149.487675
499,Grudge Match,40000000,29807260,69807260,WB,12,2013,Comedy,Drama,29807260,174.51815
500,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,ORF,8,2017,Adventure,Animation,17438389,143.59597250000002
501,Resident Evil: The Final Chapter,40000000,26844692,314101190,SGem,1,2017,Action,Horror,274101190,785.252975
502,The House,40000000,25584504,31192425,WB (NL),6,2017,Drama,Mystery,-8807575,77.9810625
506,Season of the Witch,40000000,24827228,91126600,Rela.,1,2011,Action,Adventure,51126600,227.8165
507,Mechanic: Resurrection,40000000,21218403,109738840,LG/S,8,2016,Action,Adventure,69738840,274.3471
508,Big Miracle,40000000,20157300,25268680,Uni.,2,2012,Biography,Drama,-14731320,63.171699999999994
509,The Impossible,40000000,19019882,169590606,LG/S,12,2012,Drama,History,129590606,423.976515
510,A Thousand Words,40000000,18450127,20790486,P/DW,3,2012,Comedy,Drama,-19209514,51.976215
511,The Gunman,40000000,10664749,18594227,ORF,3,2015,Action,Crime,-21405773,46.4855675
512,Paranoia,40000000,7388654,16340767,Rela.,8,2013,Drama,Thriller,-23659233,40.8519175
514,Baahubali: The Beginning,40000000,6738000,26736665,BSC,7,2015,Action,Drama,-13263335,66.8416625
515,The Hurricane Heist,40000000,6115824,30963684,ENTMP,3,2018,Action,Adventure,-9036316,77.40921
516,Victor Frankenstein,40000000,5775076,31124367,Fox,11,2015,Drama,Horror,-8875633,77.8109175
517,Snowpiercer,40000000,4563029,88069880,RTWC,6,2014,Action,Drama,48069880,220.1747
518,Frankenweenie,39000000,35287788,81150788,BV,10,2012,Animation,Comedy,42150788,208.07894358974357
519,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,Fox,6,2017,Action,Animation,88577874,333.0996684210526
520,Paul Blart: Mall Cop 2,38000000,71091594,107650646,Sony,4,2015,Action,Comedy,69650646,283.29117368421055
521,Why Him?,38000000,60323786,117425156,Fox,12,2016,Comedy,-,79425156,309.01356842105264
522,Water for Elephants,38000000,58709717,116809717,Fox,4,2011,Drama,Romance,78809717,307.3939921052632
523,Life as We Know It,38000000,53374681,105887837,WB,10,2010,Comedy,Drama,67887837,278.6522026315789
524,Riddick,38000000,42025135,94763758,Uni.,9,2013,Action,Adventure,56763758,249.37831052631577
525,The 5th Wave,38000000,34912982,111336398,Sony,1,2016,Action,Adventure,73336398,292.99052105263155
526,The Sisters Brothers,38000000,3143056,13143056,Annapurna,9,2018,Adventure,Comedy,-24856944,34.58698947368421
527,What to Expect When You're Expecting,37500000,41152203,88473016,LGF,5,2012,Comedy,Drama,50973016,235.92804266666664
528,The Master,37500000,16247159,50647416,Wein.,9,2012,Drama,-,13147416,135.059776
531,We're the Millers,37000000,150394119,267816276,WB (NL),8,2013,Comedy,Crime,230816276,723.827772972973
532,Creed,37000000,109767581,173567581,WB (NL),11,2015,Horror,-,136567581,469.10157027027026
535,The Town,37000000,92186262,152566881,WB,9,2010,Crime,Drama,115566881,412.3429216216216
536,Dolphin Tale,37000000,72286779,96068724,WB,9,2011,Drama,Family,59068724,259.64520000000005
537,Game Night,37000000,69179066,117378084,WB (NL),2,2018,Action,Comedy,80378084,317.23806486486484
538,Cop Out,37000000,44875481,55909910,WB,2,2010,Action,Comedy,18909910,151.10786486486487
539,The Rite,37000000,33047633,97143987,WB (NL),1,2011,Drama,Horror,60143987,262.5513162162162
540,Aloha,37000000,21052030,25387091,Sony,5,2015,Comedy,Drama,-11612909,68.61375945945946
